,w_c,w_t,w_PT,SHP,m_air,m_fuel,Spec_Thrust,EBSFC,TIT,lambda
0,283.9102511111111,277.282444134897,262.83965961625637,441.6,1.64089,0.039221748146121595,785.9676930300112,0.3329458190982393,1410.0,2.8537672613232776
