,M_H1,M_H2,M_H3,M_H4,M_H5,M_H6,M_H7,M_H8,M_H9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.2938635415258571,0.2972351189237711,0.3043417392521715,0.3119842510350078,0.316027658740693,0.3202315914869634,0.32460892739472125,0.32917150823093355,0.3339310699485412
2,0.5877270830517142,0.5944702378475422,0.608683478504343,0.6239685020700156,0.632055317481386,0.6404631829739268,0.6492178547894425,0.6583430164618671,0.6678621398970824
3,0.8815906245775712,0.8917053567713131,0.9130252177565145,0.9359527531050235,0.9480829762220789,0.9606947744608901,0.9738267821841636,0.9875145246928007,1.0017932098456237
4,1.0285223953404998,1.0403229162331986,1.0651960873826003,1.0919448786225274,1.1060968055924254,1.1208105702043718,1.1361312458815243,1.1521002788082675,1.1687587448198942
5,1.1754541661034283,1.1889404756950843,1.217366957008686,1.2479370041400313,1.264110634962772,1.2809263659478536,1.298435709578885,1.3166860329237342,1.3357242797941649
