,m_dot_air_1,m_dot_air_2,m_dot_air_3,m_dot_air_4,m_dot_air_5,m_dot_air_6,m_dot_air_7,m_dot_air_8,m_dot_air_9
0,1.6408899999999995,1.455458498830496,1.1353598476683935,0.8748158273969897,0.7640644568467801,0.6649503283789786,0.576514737942265,0.4978540421909696,0.42811318075499616
1,1.693362062475671,1.503776631388315,1.1748976327374663,0.9068496858468424,0.7927824026150139,0.6906213398215212,0.5993927932880903,0.5181779370349237,0.44610660393167145
2,1.8577876505446729,1.655607376328427,1.2994133140442368,1.00797965491089,0.8835632529609974,0.7718826675924968,0.6719186815837854,0.5827061294377499,0.5033285959883719
3,2.1560599917553813,1.9325410829933,1.527478634878395,1.194064814069589,1.0510185961352687,0.922167742723669,0.8064155411159936,0.7027169269363641,0.6100752374531581
4,2.3669094300816793,2.1293733497488163,1.690223860969108,1.327432550581469,1.1713144174406749,1.0303930264567043,0.9035202534840178,0.7895972888975957,0.6875731207006888
5,2.6275846295356895,2.373826780196977,1.892986232093141,1.4941702814355535,1.3219881541917204,1.1662109553288345,1.0256302888682094,0.8990835330303645,0.7854547517612295
