,lamb_1,lamb_2,lamb_3,lamb_4,lamb_5,lamb_6,lamb_7,lamb_8,lamb_9
0,2.2764356785895985,2.487522026881123,2.319357375109637,2.171978328967621,2.104896915578565,2.041684833562965,1.9820801839917588,1.9257709427649161,1.872445790110043
1,2.3358245649382328,2.558246997498069,2.3809691067626164,2.2261322661719496,2.1558193242421373,2.0896551381530197,2.027349372015395,1.9685617824861597,1.9129552720279508
2,2.533527264863801,2.7960343362501043,2.5864840773828837,2.4055316963072944,2.323988443842363,2.2476118238781093,2.1760019502329717,2.108712034870955,2.045308791130233
3,2.946769721181229,3.305030327323954,3.0181157739069966,2.7762179067511195,2.6689353443389012,2.5694024124555193,2.4769065269900232,2.3907089626764946,2.310119439353376
4,3.2938769763233156,3.7455564225599023,3.382838815367953,3.0831664811755535,2.9520142325456815,2.8312831351056995,2.7198959967550382,2.616787103578765,2.5209858910526046
5,3.808911748367201,4.422196706471995,3.9276986624060597,3.531364193738825,3.3612602672914407,3.2064325463682573,3.06505993006433,2.93543476998495,2.8160509958844044
