,pH_p03_1,pH_p03_2,pH_p03_3,pH_p03_4,pH_p03_5,pH_p03_6,pH_p03_7,pH_p03_8,pH_p03_9
0,0.12986338372032624,0.12986338372032621,0.12986338372032624,0.12986338372032624,0.12986338372032621,0.1298633837203262,0.12986338372032621,0.12986338372032621,0.12986338372032624
1,0.12583931838021062,0.12569071867284995,0.1254932067697492,0.1252760465719089,0.1251591803996444,0.12503624587035284,0.12490666466494414,0.12476990218401356,0.1246254275953981
2,0.11470176779911909,0.11416400302697138,0.11346787812995447,0.11270717908280929,0.11229982167551285,0.11187283155167924,0.1114244278152042,0.11095302975471481,0.11045711829454624
3,0.09883376553884991,0.09780426775190577,0.09652617600779065,0.09514269421496331,0.09440745968854931,0.09364098921329556,0.09284066441751615,0.09200434490688758,0.09113011454162515
4,0.09002943881358932,0.08876356301957597,0.08723203769817478,0.08558366557163731,0.08471166603016868,0.08380559401317399,0.0828627298006043,0.0818809935480241,0.08085863829502048
5,0.08109787419121138,0.0796228128772525,0.0778884014361691,0.07603319707893015,0.07505664512343745,0.07404552260005778,0.07299721492862427,0.07190990396615111,0.07078221392569302
