,F_sp_1,F_sp_2,F_sp_3,F_sp_4,F_sp_5,F_sp_6,F_sp_7,F_sp_8,F_sp_9
0,1040.1130452968769,1002.6412221209653,1032.0420883577613,1060.8391306602427,1075.0309391838396,1089.0980873505773,1103.030452339598,1116.8361783469195,1130.531999786161
1,938.3447331300704,900.633662942016,930.8329224653601,960.4662639470598,975.0939122199986,989.6107323855188,1004.0082168353226,1018.2963407432524,1032.493835656848
2,830.4999499476805,791.9718660197176,824.4324238266365,856.4084393394182,872.2469925956234,888.0062913452134,903.6817742919816,919.2879290760864,934.8483733616592
3,709.5449119805085,669.3009554926657,705.2152083862694,740.6888432722731,758.3050618282552,775.8680112755742,793.3777178471812,810.8540699429827,828.3264552903402
4,641.0020845159053,599.3785496451027,637.4224210275574,675.0004704125554,693.666935413768,712.2826621594204,730.8499323048975,749.3914011152169,767.9393712750668
5,565.019171065452,521.5045655208038,561.9843211830354,601.9184184604943,621.7422250668658,641.5060127918641,661.2144251200921,680.8930888577377,700.5773950066409
