x,y
0.2969752980842166,0.1564407958713003
0.28624622893052065,0.15608534535364388
0.2755236388142635,0.15559074335654982
0.26480935395171257,0.15495145748445546
0.25410531112780443,0.1541615986671634
0.2434135684594924,0.15321487951047177
0.23273631792236557,0.15210456525071117
0.22207590003837557,0.15082341561560764
0.21143482123364485,0.14936361540956783
0.20081577452414906,0.1477166909898482
0.1902216643888133,0.14587340891244407
0.17965563696675238,0.14382365180099724
0.16912111710184205,0.1415562647749165
0.15862185430531722,0.13905886332795345
0.14816198049660895,0.13631759000486834
0.13774608354362036,0.13331680198600218
0.12737930236850775,0.13003866377646398
0.11706745207227753,0.1264626069453676
0.10681719178584788,0.12256459936115871
0.09663625490541193,0.11831613434128188
0.08653377314170613,0.11368279559132821
0.07652074660582642,0.10862215693368492
0.06661075074472167,0.10308059502469541
0.05682104693418603,0.09698823519243274
0.04717442443957795,0.09025048802053667
0.03770247458592959,0.08273285564532608
0.028451972028722346,0.07423101554878458
0.019499028451467924,0.06440375878172336
0.010987370314203427,0.05258959084826588
0.0032767849705147394,0.03708672524385808
0.0,0.0
0.0,0.0
0.016925235231505464,-0.03292346003272648
0.02941667008983698,-0.044458317544698076
0.04110703215459269,-0.052491998956492564
0.052356108779358465,-0.05871895851374218
0.06330762642417144,-0.06379373579894808
0.07403769677254327,-0.06805093822729469
0.08459309447995542,-0.07168861799966353
0.09500541087143996,-0.0748353133642356
0.1052974352123554,-0.07757994581444393
0.11548642887849592,-0.07998699616152241
0.12558596731681032,-0.08210495158378386
0.13560705063839454,-0.08397134458102393
0.14555881055398512,-0.0856159261139596
0.15544898045977512,-0.08706275271068217
0.16528421948668268,-0.08833160926303599
0.1750703427357143,-0.08943900844186334
0.18481248912902626,-0.09039891079126745
0.1945152465345216,-0.0912232550246459
0.2041827468716315,-0.09192235602259803
0.2138187396515908,-0.09250520853806349
0.2234266497182752,-0.09297972236697857
0.23300962321079963,-0.09335290683342362
0.24257056460808912,-0.09363101720386743
0.2521121669261193,-0.09381967210462457
0.26163693659101267,-0.09392394857452896
0.27114721412472087,-0.093948459670297
0.28064519150283296,-0.09389741831886547
0.29013292684230224,-0.09377469022549081
0.2996123569280652,-0.09358383799671688
0.3090853079763895,-0.09332815815476608
0.3185535049488416,-0.09301071235739447
0.32801857966669107,-0.0926343538620634
0.33748207792617624,-0.09220175006231701
0.34694546577663854,-0.09171540176108739
0.3564101350933974,-0.09117765971835343
0.3658774085534055,-0.09059073891050518
0.3753485441027414,-0.08995673085949932
0.38482473898976904,-0.08927761432667036
0.39430713342549495,-0.08855526461531683
0.4039321415885706,-0.0877916591329024
0.4137651409118152,-0.08699029900907734
0.42360225519479006,-0.0861531853858536
0.43344388781798154,-0.08528178774238626
0.44329042379395994,-0.08437749627661076
0.45314223085357463,-0.08344162657555615
0.46299966046388447,-0.0824754237690484
0.47286304878561086,-0.08148006623166597
0.48273271757686037,-0.08045666888867167
0.4926089750489768,-0.07940628617393725
0.5024921166796329,-0.07832991468136177
0.5123824259876266,-0.07722849554575267
0.5222801752732973,-0.0761029165844334
0.5321856263280008,-0.07495401422681673
0.5420990311156753,-0.07378257525573718
0.552020632429172,-0.07258933838137914
0.5619506645237233,-0.07137499566608202
0.5718893537296456,-0.07014019381610336
0.5818369190461468,-0.06888553535451301
0.5917935727179028,-0.06761157968773153
0.6017595207958824,-0.06631884407678801
0.6117349636837534,-0.06500780452311172
0.6217200966710522,-0.0636788965775762
0.6317151104541852,-0.06233251608054732
0.6417201916462157,-0.060969019839844485
0.6517355232763002,-0.05958872625278132
0.6617612852795447,-0.05819191587779386
0.6717976549779817,-0.05677883196059023
0.6818448075533002,-0.05534968091924089
0.6919029165118942,-0.05390463279217829
0.7019721541427499,-0.05244382165267096
0.7120526919686364,-0.050967345992981604
0.7221447011910231,-0.04947526908109962
0.7322483531291092,-0.047967619292655375
0.7423638196533119,-0.0464443904203716
0.7524912736135331,-0.04490554196317972
0.7626308892624883,-0.043350999396926646
0.7727828426743644,-0.041780654428418176
0.7829473121590396,-0.04019436523437939
0.7931244786720859,-0.038591956686767626
0.8033145262207512,-0.03697322056574168
0.8135176422660972,-0.03533791576147283
0.8237340181214629,-0.03368576846587471
0.8339638493473961,-0.03201647235523441
0.8442073361431944,-0.0303296887646372
0.8544646837351751,-0.028625046855003333
0.8647361027617884,-0.026902143773476057
0.8750218096556769,-0.025160544807842744
0.8853220270227722,-0.023399783535607396
0.8956369840185159,-0.021619361968280584
0.9059669167212785,-0.019818750691406116
0.9163120685030499,-0.01799738900079436
0.9266726903974615,-0.01615468503539777
0.9370490414651969,-0.014290015907225211
0.9474413891568467,-0.012402727828654089
0.9578500096732488,-0.010492136237475285
0.9682751883233601,-0.008557525919974362
0.9787172198796956,-0.006598151132324553
0.9891764089313679,-0.004613235720550906
0.9996530702347611,-0.0026019732392918702
