x,y
1.000346929765239,0.0026019732392918702
0.990621570866612,0.0064110732203937065
0.9808787397162642,0.010178104742088754
0.9711187510705793,0.013903594716304762
0.9613419095186705,0.017588033097097687
0.9515485098330525,0.02123187256196429
0.941738837322682,0.024835528184715013
0.9319131681883973,0.028399377099371167
0.9220717698807885,0.031923758154507556
0.9122149014605399,0.03540897155742211
0.9023428139612824,0.03885527850747738
0.8924557507550057,0.04226290081790479
0.8825539479200809,0.04563202052532114
0.8726376346119491,0.04896277948614846
0.8627070334365422,0.05225527895907213
0.8527623608265026,0.055509579172609604
0.8428038274202808,0.05872569887679561
0.832831638444194,0.06190361487791431
0.8228459940975392,0.06504326155513203
0.8128470899408652,0.06814453035779268
0.8028351172875101,0.07120726928205062
0.7928102635985363,0.07423128232540659
0.7827727128811912,0.07721632891760617
0.7727226460910471,0.08016212332623066
0.7626602415379823,0.08306833403518571
0.7525856752961831,0.0859345830941386
0.7424991216183657,0.08876044543679977
0.7324007533544314,0.09154544816576543
0.7222907423747981,0.094289069801446
0.7121692599986644,0.09699073949239197
0.7020364774274999,0.09964983618409308
0.6918925661840737,0.1022656877430683
0.6817376985573719,0.10483757003277863
0.6715720480537888,0.10736470593757487
0.6613957898550129,0.10984626433054333
0.6512091012830773,0.11228135898072047
0.6410121622730878,0.11466904739471193
0.6308051558542004,0.11700832958726798
0.6205882686394791,0.11929814677482412
0.6103616913253298,0.12153737998541239
0.6001256192012893,0.12372484857766554
0.589880252671025,0.1258593086608778
0.579625797785506,0.12793945140722357
0.5693624667894082,0.1299639012462688
0.5590904786819392,0.13193121393081275
0.5488100597934158,0.13383987446185858
0.5385214443790699,0.13568829485910053
0.5282248752317533,0.1374748117617116
0.5179206043154039,0.13919768384238346
0.5076088934213773,0.14085508901547636
0.4972900148500131,0.14244512141772886
0.48696425212010935,0.14396578813721406
0.47663190070933875,0.14541500566303356
0.4662932688290449,0.1467905960245456
0.45594867823733454,0.14809028258463194
0.445598465094929,0.14931168544651036
0.4352429808688872,0.15045231642775606
0.42488259329005845,0.151509573548342
0.4145176873710132,0.15248073497143855
0.4041486664922376,0.1533629523261772
0.393571654453293,0.15415279621131422
0.3828520286869987,0.15484528564115538
0.37212620337200614,0.15543690940418492
0.3613953187193218,0.15592420196409718
0.35066057197730977,0.1563035352784646
0.3399232210920484,0.1565711067297764
0.3291845887404905,0.15672292550825462
0.31844606679795545,0.15675479719183918
0.3077091213137847,0.15666230621717028
