pi_c,pH_p03,K,ratio3,N,w_c,h_03,T_03_tables,m_bar,T_03_solve
6.009283918834461,0.19881622275865593,0.007124392944424875,0.180335161744117,44500,199.73351054474077,1107.5683112101492,1028.8780663305392,0.73,1031.60797143450
7.101880994986181,0.16822911156501655,0.006698233130172629,0.18033516174411698,40000,159.66910613800033,885.4019626220186,839.0287094550011,0.96,833.142478300298
8.194478071137901,0.1457985633563477,0.006163854271099167,0.180335161744117,50000,255.11260729338562,1414.6581555480154,1281.6310355396758,0.895,1276.17868526328
