pi_c,N,eff_c,w_c,m_air,pi_d,h_02,pH_p03,K,ratio3,h_03,F_sp,TSFC,Thrust
6.009283918834461,44500,0.849,203.1064891117208,1.2671936904975631,0.93,491.4064771117208,0.19881622275865593,0.007124392944424875,0.180335161744117,1126.2722541038042,731.1028894304079,0.11769864925337624,926.4489685907505
7.101880994986181,40000,0.877,164.10573542671546,1.6660717044382733,0.93,452.40572342671544,0.16822911156501655,0.006698233130172629,0.18033516174411698,910.0040937084142,656.8881167795637,0.1309961625932043,1094.4227043481753
7.99,49000,0.8325,246.26116922471485,1.5301393667694643,0.93,534.5611572247149,0.14952980353279113,0.006265198145778512,0.18033516174411698,1365.5748931211888,875.8952558190164,0.09824213794917473,1340.2418120952875
