t,T ,h,s
243,516.16,519.6,
244,517.16,520.7,
245,518.16,521.8,
246,519.16,522.7,
247,520.16,523.8,
248,521.16,524.8,
249,522.16,525.8,
250,523.16,526.9,
251,524.16,527.9,
252,525.16,528.9,
253,526.16,529.9,
254,527.16,531,
255,528.16,532,
256,529.16,533.9,
257,530.16,534.1,
258,531.16,535.1,
259,532.16,536.2,
260,533.16,537.2,
261,534.16,538.3,
262,535.16,539.3,
263,536.16,540.3,
264,537.16,541.4,
265,538.16,542.4,
266,539.16,543.4,
267,540.16,544.5,
268,541.16,545.5,
269,542.16,546.6,
270,543.16,547.6,
271,544.16,548.6,
272,545.16,549.7,
273,546.16,550.7,
274,547.16,551.7,
275,548.16,552.8,
276,549.16,553.8,
277,550.16,554.9,
278,551.16,555.9,
279,552.16,556.9,
280,553.16,558,
281,554.16,559,
282,555.16,560.1,
283,556.16,561.1,
284,557.16,562.1,
285,558.16,563.2,
286,559.16,564.2,
287,560.16,565.3,
288,561.16,566.3,
289,562.16,567.4,
290,563.16,568.4,
291,564.16,569.4,
292,565.16,570.5,
293,566.16,571.5,
294,567.16,572.6,
295,568.16,573.6,
296,569.16,574.6,
297,570.16,575.7,
298,571.16,576.7,
299,572.16,577.8,
300,573.16,578.8,
301,574.16,579.9,
302,575.16,580.9,
303,576.16,581.9,
304,577.16,583,
305,578.16,584,
306,579.16,585.1,
307,580.16,586.1,
308,581.16,587.2,
309,582.16,588.2,
310,583.16,589.3,
311,584.16,590.3,
312,585.16,591.4,
313,586.16,592.4,
314,587.16,593.5,
315,588.16,594.5,
316,589.16,595.6,
317,590.16,596.6,
318,591.16,597.7,
319,592.16,598.7,
320,593.16,599.8,
321,594.16,600.8,
322,595.16,601.8,
323,596.16,602.9,
324,597.16,603.9,
325,598.16,604.9,
326,599.16,606,
327,600.16,607.1,
328,601.16,608.1,
329,602.16,609.2,
330,603.16,610.3,
331,604.16,611.3,
332,605.16,612.4,
333,606.16,613.4,
334,607.16,614.5,
335,608.16,615.5,
336,609.16,616.6,
337,610.16,617.6,
338,611.16,618.7,
339,612.16,619.7,
340,613.16,620.8,
341,614.16,621.8,
342,615.16,622.9,
343,616.16,623.9,
344,617.16,625,
345,618.16,626,
346,619.16,627.1,
347,620.16,628.2,
348,621.16,629.2,
349,622.16,630.3,
350,623.16,631.3,
351,624.16,632.4,
352,625.16,633.4,
353,626.16,634.5,
354,627.16,635.6,
355,628.16,636.6,
356,629.16,637.7,
357,630.16,638.7,
358,631.16,639.8,
359,632.16,640.9,
360,633.16,641.9,
361,634.16,643,
362,635.16,644,
363,636.16,645.1,
364,637.16,646.2,
365,638.16,647.2,
366,639.16,648.3,
367,640.16,649.3,
368,641.16,650.4,
369,642.16,651.5,
370,643.16,652.5,
371,644.16,653.6,
372,645.16,654.6,
373,646.16,655.7,
374,647.16,656.7,
375,648.16,657.8,
376,649.16,658.9,
377,650.16,659.9,
378,651.16,661,
379,652.16,662.1,
380,653.16,663.1,
381,654.16,664.2,
382,655.16,665.3,
383,656.16,666.3,
384,657.16,667.4,
385,658.16,668.5,
386,659.16,669.5,
387,660.16,670.6,
388,661.16,671.7,
389,662.16,672.7,
390,663.16,673.8,
391,664.16,674.9,
392,665.16,675.9,
393,666.16,677,
394,667.16,678.1,
395,668.16,679.1,
396,669.16,680.2,
397,670.16,681.3,
398,671.16,682.3,
399,672.16,683.4,
400,673.16,684.4,
401,674.16,685.5,
402,675.16,686.6,
403,676.16,687.7,
404,677.16,688.7,
405,678.16,689.8,
406,679.16,690.9,
407,680.16,691.9,
408,681.16,693,
409,682.16,694.1,
410,683.16,695.2,
411,684.16,696.2,
412,685.16,697.3,
413,686.16,698.4,
414,687.16,699.4,
415,688.16,700.5,
416,689.16,701.6,
417,690.16,702.6,
418,691.16,703.7,
419,692.16,704.8,
420,693.16,705.9,
421,694.16,708.9,
422,695.16,708,
423,696.16,709.1,
424,697.16,710.1,
425,698.16,711.2,
426,699.16,712.2,
427,700.16,713.4,
428,701.16,714.4,
429,702.16,715.5,
430,703.16,716.7,
431,704.16,717.7,
432,705.16,718.7,
433,706.16,719.7,
434,707.16,720.9,
435,708.16,722,
436,709.16,723,
437,710.16,724.1,
438,711.16,725.2,
439,712.16,726.3,
440,713.16,727.4,
441,714.16,728.4,
442,715.16,729.5,
443,716.16,730.6,
444,717.16,731.7,
445,718.16,732.7,
446,719.16,733.8,
447,720.16,734.9,
448,721.16,736,
449,722.16,737,
450,723.16,738.1,
451,724.16,739.2,
452,725.16,740.3,
453,726.16,741.4,
454,727.16,742.5,
455,728.16,743.6,
456,729.16,744.6,
457,730.16,745.7,
458,731.16,746.8,
459,732.16,747.9,
460,733.16,749,
461,734.16,750,
462,735.16,751.1,
463,736.16,752.2,
464,737.16,753.3,
465,738.16,754.4,
466,739.16,755.5,
467,740.16,756.5,
468,741.16,757.6,
469,742.16,758.7,
470,743.16,759.8,
471,744.16,760.9,
472,745.16,762,
473,746.16,763,
474,747.16,764.1,
475,748.16,765.2,
476,749.16,766.3,
477,750.16,767.4,
478,751.16,768.6,
479,752.16,769.6,
480,753.16,770.7,
481,754.16,771.7,
482,755.16,772.8,
483,756.16,773.9,
484,757.16,775,
485,758.16,776.1,
486,759.16,777.2,
487,760.16,778.3,
488,761.16,779.4,
489,762.16,780.5,
490,763.16,781.5,
491,764.16,782.6,
492,765.16,783.7,
493,766.16,784.8,
494,767.16,785.9,
495,768.16,787,
496,769.16,788.1,
497,770.16,789.2,
498,771.16,790.2,
499,772.16,791.3,
500,773.16,792.4,
501,774.16,793.5,
502,775.16,794.6,
503,776.16,795.7,
504,777.16,796.8,
505,778.16,797.9,
506,779.16,799,
507,780.16,800.1,
508,781.16,801.2,
509,782.16,802.3,
510,783.16,803.4,
511,784.16,804.5,
512,785.16,805.6,
513,786.16,806.7,
514,787.16,807.8,
515,788.16,808.8,
516,789.16,809.9,
517,790.16,811,
518,791.16,812.1,
519,792.16,813.2,
520,793.16,814.3,
521,794.16,815.4,
522,795.16,816.5,
523,796.16,817.6,
524,797.16,818.7,
525,798.16,819.8,
526,799.16,820.9,
527,800.16,822,
528,801.16,823.1,
529,802.16,824.2,
530,803.16,825.3,
531,804.16,826.4,
532,805.16,827.5,
533,806.16,828.6,
534,807.16,829.7,
535,808.16,830.8,
536,809.16,831.9,
537,810.16,833,
538,811.16,834.1,
539,812.16,835.2,
540,813.16,836.3,
541,814.16,837.4,
542,815.16,838.5,
543,816.16,839.6,
544,817.16,840.7,
545,818.16,841.8,
546,819.16,842.9,
547,820.16,844,
548,821.16,845.1,
549,822.16,846.2,
550,823.16,847.3,
551,824.16,848.4,
552,825.16,849.5,
553,826.16,850.6,
554,827.16,851.7,
555,828.16,852.8,
556,829.16,853.9,
557,830.16,855.1,
558,831.16,856.2,
559,832.16,857.3,
560,833.16,858.4,
561,834.16,859.5,
562,835.16,860.6,
563,836.16,861.7,
564,837.16,862.8,
565,838.16,863.9,
566,839.16,865,
567,840.16,866.1,
568,841.16,867.2,
569,842.16,868.3,
570,843.16,869.3,
571,844.16,870.6,
572,845.16,871.7,
573,846.16,872.8,
574,847.16,873.9,
575,848.16,875,
576,849.16,876.1,
577,850.16,877.2,
578,851.16,878.3,
579,852.16,879.4,
580,853.16,880.6,
581,854.16,881.7,
582,855.16,882.8,
583,856.16,883.9,
584,857.16,885,
585,858.16,886.1,
586,859.16,887.2,
587,860.16,888.3,
588,861.16,889.4,
589,862.16,890.6,
590,863.16,891.7,
591,864.16,892.8,
592,865.16,893.9,
593,866.16,895,
594,867.16,896.1,
595,868.16,897.2,
596,869.16,898.3,
597,870.16,899.5,
598,871.16,900.6,
599,872.16,901.7,
600,873.16,902.8,
601,874.16,903.9,
602,875.16,905,
603,876.16,906.1,
604,877.16,907.3,
605,878.16,908.4,
606,879.16,909.5,
607,880.16,910.6,
608,881.16,911.7,
609,882.16,912.8,
610,883.16,913.9,
611,884.16,915.1,
612,885.16,916.2,
613,886.16,917.3,
614,887.16,918.4,
615,888.16,919.5,
616,889.16,920.7,
617,890.16,921.8,
618,891.16,922.9,
619,892.16,924,
620,893.16,925.1,
621,894.16,926.2,
622,895.16,927.4,
623,896.16,928.5,
624,897.16,929.6,
625,898.16,930.7,
626,899.16,931.8,
627,900.16,935.9,
628,901.16,934.1,
629,902.16,935.2,
630,903.16,936.3,
631,904.16,937.5,
632,905.16,938.6,
633,906.16,939.7,
634,907.16,940.9,
635,908.16,941.9,
636,909.16,943.4,
637,910.16,944.2,
638,911.16,945.3,
639,912.16,946.4,
640,913.16,947.6,
641,914.16,948.7,
642,915.16,949.8,
643,916.16,950.9,
644,917.16,952.1,
645,918.16,953.2,
646,919.16,954.3,
647,920.16,955.4,
648,921.16,956.6,
649,922.16,957.7,
650,923.16,958.8,
651,924.16,959.9,
652,925.16,961.1,
653,926.16,962.2,
654,927.16,963.3,
655,928.16,964.4,
656,929.16,965.6,
657,930.16,966.7,
658,931.16,967.8,
659,932.16,968.9,
660,933.16,970.1,
661,934.16,971.2,
662,935.16,972.3,
663,936.16,973.5,
664,937.16,974.6,
665,938.16,975.7,
666,939.16,976.8,
667,940.16,977.9,
668,941.16,979.1,
669,942.16,980.2,
670,943.16,981.4,
671,944.16,982.5,
672,945.16,983.6,
673,946.16,984.7,
674,947.16,985.9,
675,948.16,987,
676,949.16,988.1,
677,950.16,989.3,
678,951.16,990.4,
679,952.16,991.6,
680,953.16,992.7,
681,954.16,993.8,
682,955.16,994.9,
683,956.16,996.1,
684,957.16,997.2,
685,958.16,998.3,
686,959.16,999.5,
687,960.16,1000.6,
688,961.16,1001.7,
689,962.16,1002.9,
690,963.16,1004,
691,964.16,1005.1,
692,965.16,1006.3,
693,966.16,1007.4,
694,967.16,1008.5,
695,968.16,1009.7,
696,969.16,1010.8,
697,970.16,1011.9,
698,971.16,1013.1,
699,972.16,1014.2,
700,973.16,1015.3,
701,974.16,1016.5,
702,975.16,1017.6,
703,976.16,1018.7,
704,977.16,1019.9,
705,978.16,1021,
706,979.16,1022.1,
707,980.16,1023.3,
708,981.16,1024.4,
709,982.16,1025.6,
710,983.16,1026.7,
711,984.16,1027.8,
712,985.16,1029,
713,986.16,1030.1,
714,987.16,1031.3,
715,988.16,1032.4,
716,989.16,1033.5,
717,990.16,1034.7,
718,991.16,1035.8,
719,992.16,1036.9,
720,993.16,1038.1,
721,994.16,1039.2,
722,995.16,1040.3,
723,996.16,1041.5,
724,997.16,1042.7,
725,998.16,1043.8,
726,999.16,1044.9,
727,1000.16,1046,
728,1001.16,1047.2,
729,1002.16,1048.3,
730,1003.16,1049.5,
731,1004.16,1050.7,
732,1005.16,1051.8,
733,1006.16,1052.9,
734,1007.16,1054.1,
735,1008.16,1055.2,
736,1009.16,1056.3,
737,1010.16,1057.5,
738,1011.16,1058.6,
739,1012.16,1059.8,
740,1013.16,1060.9,
741,1014.16,1062.1,
742,1015.16,1063.2,
743,1016.16,1064,
744,1017.16,1065.5,
745,1018.16,1066.6,
746,1019.16,1067.8,
747,1020.16,1068.9,
748,1021.16,1070.1,
749,1022.16,1071.2,
750,1023.16,1072.4,
751,1024.16,1073.5,
752,1025.16,1074.6,
753,1026.16,1075.8,
754,1027.16,1076.9,
755,1028.16,1078.1,
756,1029.16,1079.2,
757,1030.16,1080.4,
758,1031.16,1081.5,
759,1032.16,1082.7,
760,1033.16,1083.8,
761,1034.16,1084.9,
762,1035.16,1086.1,
763,1036.16,1087.3,
764,1037.16,1088.4,
765,1038.16,1089.6,
766,1039.16,1090.7,
767,1040.16,1091.9,
768,1041.16,1093,
769,1042.16,1094.2,
770,1043.16,1095.3,
771,1044.16,1096.4,
772,1045.16,1097.6,
773,1046.16,1098.7,
774,1047.16,1099.9,
775,1048.16,1101,
776,1049.16,1102.2,
777,1050.16,1103.3,
778,1051.16,1104.5,
779,1052.16,1105.6,
780,1053.16,1106.8,
781,1054.16,1107.9,
782,1055.16,1109.1,
783,1056.16,1110.3,
784,1057.16,1111.4,
785,1058.16,1112.6,
786,1059.16,1113.7,
787,1060.16,1114.8,
788,1061.16,1116,
789,1062.16,1117.2,
790,1063.16,1118.3,
791,1064.16,1119.5,
792,1065.16,1120.6,
793,1066.16,1121.8,
794,1067.16,1122.9,
795,1068.16,1124.1,
796,1069.16,1125.2,
797,1070.16,1126.4,
798,1071.16,1127.5,
799,1072.16,1128.7,
800,1073.16,1129.8,
801,1074.16,1131,
802,1075.16,1132.1,
803,1076.16,1133.3,
804,1077.16,1134.5,
805,1078.16,1135.6,
806,1079.16,1136.8,
807,1080.16,1137.9,
808,1081.16,1139.1,
809,1082.16,1140.3,
810,1083.16,1141.4,
811,1084.16,1142.6,
812,1085.16,1143.7,
813,1086.16,1144.9,
814,1087.16,1146,
815,1088.16,1147.2,
816,1089.16,1148.4,
817,1090.16,1149.5,
818,1091.16,1150.7,
819,1092.16,1151.8,
820,1093.16,1153,
821,1094.16,1154.1,
822,1095.16,1155.3,
823,1096.16,1156.5,
824,1097.16,1157.6,
825,1098.16,1158.8,
826,1099.16,1159.9,
827,1100.16,1161.1,
828,1101.16,1162.3,
829,1102.16,1163.4,
830,1103.16,1164.6,
831,1104.16,1165.7,
832,1105.16,1166.9,
833,1106.16,1168.1,
834,1107.16,1169.2,
835,1108.16,1170.4,
836,1109.16,1171.5,
837,1110.16,1172.7,
838,1111.16,1173.9,
839,1112.16,1175,
840,1113.16,1176.2,
841,1114.16,1177.3,
842,1115.16,1178.5,
843,1116.16,1179.7,
844,1117.16,1180.8,
845,1118.16,1182,
846,1119.16,1183.1,
847,1120.16,1184.3,
848,1121.16,1185.5,
849,1122.16,1186.6,
850,1123.16,1187.8,
851,1124.16,1188.9,
852,1125.16,1190.1,
853,1126.16,1191.3,
854,1127.16,1192.4,
855,1128.16,1193.6,
856,1129.16,1194.8,
857,1130.16,1195.9,
858,1131.16,1197.1,
859,1132.16,1198.3,
860,1133.16,1199.4,
861,1134.16,1200.6,
862,1135.16,1201.8,
863,1136.16,1202.9,
864,1137.16,1204.1,
865,1138.16,1205.3,
866,1139.16,1206.4,
867,1140.16,1207.6,
868,1141.16,1208.8,
869,1142.16,1209.9,
870,1143.16,1211.1,
871,1144.16,1212.3,
872,1145.16,1213.4,
873,1146.16,1214.6,
874,1147.16,1215.8,
875,1148.16,1216.9,
876,1149.16,1218.1,
877,1150.16,1219.3,
878,1151.16,1220.4,
879,1152.16,1211.6,
880,1153.16,1222.8,
881,1154.16,1223.9,
882,1155.16,1225.1,
883,1156.16,1226.3,
884,1157.16,1227.4,
885,1158.16,1228.6,
886,1159.16,1229.8,
887,1160.16,1230.9,
888,1161.16,1232.1,
889,1162.16,1233.3,
890,1163.16,1234.5,
891,1164.16,1235.6,
892,1165.16,1236.8,
893,1166.16,1237.9,
894,1167.16,1239.1,
895,1168.16,1240.3,
896,1169.16,1241.5,
897,1170.16,1242.6,
898,1171.16,1243.8,
899,1172.16,1245,
900,1173.16,1246.2,
901,1174.16,1247.3,
902,1175.16,1248.5,
903,1176.16,1249.7,
904,1177.16,1250.8,
905,1178.16,1252,
906,1179.16,1253.2,
907,1180.16,1254.4,
908,1181.16,1255.5,
909,1182.16,1256.7,
910,1183.16,1257.9,
911,1184.16,1259,
912,1185.16,1260.2,
913,1186.16,1261.4,
914,1187.16,1262.6,
915,1188.16,1263.7,
916,1189.16,1264.9,
917,1190.16,1266.1,
918,1191.16,1267.3,
919,1192.16,1268.4,
920,1193.16,1269.6,
921,1194.16,1270.8,
922,1195.16,1271.9,
923,1196.16,1273.1,
924,1197.16,1274.3,
925,1198.16,1275.5,
926,1199.16,1276.6,
927,1200.16,1277.8,
928,1201.16,1279,
929,1202.16,1280.2,
930,1203.16,1281.3,
931,1204.16,1282.5,
932,1205.16,1283.7,
933,1206.16,1284.9,
934,1207.16,1286,
935,1208.16,1287.2,
936,1209.16,1288.4,
937,1210.16,1289.6,
938,1211.16,1290.7,
939,1212.16,1291.9,
940,1213.16,1293.1,
941,1214.16,1294.3,
942,1215.16,1295.4,
943,1216.16,1296.6,
944,1217.16,1297.8,
945,1218.16,1299,
946,1219.16,1300.1,
947,1220.16,1301.3,
948,1221.16,1302.5,
949,1222.16,1303.7,
950,1223.16,1304.8,
951,1224.16,1306,
952,1225.16,1307.2,
953,1226.16,1308.4,
954,1227.16,1309.5,
955,1228.16,1310.7,
956,1229.16,1311.9,
957,1230.16,1313.1,
958,1231.16,1314.3,
959,1232.16,1315.4,
960,1233.16,1316.6,
961,1234.16,1317.8,
962,1235.16,1319,
963,1236.16,1320.2,
964,1237.16,1321.4,
965,1238.16,1322.5,
966,1239.16,1323.7,
967,1240.16,1324.9,
968,1241.16,1326.1,
969,1242.16,1327.2,
970,1243.16,1328.4,
971,1244.16,1329.6,
972,1245.16,1330.8,
973,1246.16,1331.9,
974,1247.16,1333.1,
975,1248.16,1334.3,
976,1249.16,1335.5,
977,1250.16,1336.7,
978,1251.16,1337.9,
979,1252.16,1339.1,
980,1253.16,1340.2,
981,1254.16,1341.4,
982,1255.16,1342.6,
983,1256.16,1343.8,
984,1257.16,1345,
985,1258.16,1346.2,
986,1259.16,1347.3,
987,1260.16,1348.5,
988,1261.16,1349.7,
989,1262.16,1350.9,
990,1263.16,1352.1,
991,1264.16,1353.3,
992,1265.16,1354.4,
993,1266.16,1355.6,
994,1267.16,1356.8,
995,1268.16,1358,
996,1269.16,1359.2,
997,1270.16,1360.4,
998,1271.16,1361.6,
999,1272.16,1362.7,
1000,1273.16,1363.9,
1001,1274.16,1365.1,
1002,1275.16,1366.3,
1003,1276.16,1367.5,
1004,1277.16,1368.7,
1005,1278.16,1369.9,
1006,1279.16,1371,
1007,1280.16,1372.2,
1008,1281.16,1373.4,
1009,1282.16,1374.6,
1010,1283.16,1375.8,
1011,1284.16,1377,
1012,1285.16,1378.2,
1013,1286.16,1379.3,
1014,1287.16,1380.5,
1015,1288.16,1381.7,
1016,1289.16,1382.9,
1017,1290.16,1384.1,
1018,1291.16,1385.3,
1019,1292.16,1386.5,
1020,1293.16,1387.6,
1021,1294.16,1388.8,
1022,1295.16,1390,
1023,1296.16,1391.2,
1024,1297.16,1392.4,
1025,1298.16,1393.6,
1026,1299.16,1394.8,
1027,1300.16,1395.9,
1028,1301.16,1397.1,
1029,1302.16,1398.3,
1030,1303.16,1399.5,
1031,1304.16,1400.7,
1032,1305.16,1401.9,
1033,1306.16,1403.1,
1034,1307.16,1404.3,
1035,1308.16,1405.5,
1036,1309.16,1406.6,
1037,1310.16,1407.8,
1038,1311.16,1409,
1039,1312.16,1410.2,
1040,1313.16,1414.4,
1041,1314.16,1412.6,
1042,1315.16,1413.8,
1043,1316.16,1415,
1044,1317.16,1416.2,
1045,1318.16,1417.3,
1046,1319.16,1418.5,
1047,1320.16,1419.7,
1048,1321.16,1420.9,
1049,1322.16,1422.1,
1050,1323.16,1423.3,
1051,1324.16,1424.5,
1052,1325.16,1425.7,
1053,1326.16,1426.9,
1054,1327.16,1428.1,
1055,1328.16,1429.3,
1056,1329.16,1430.4,
1057,1330.16,1431.6,
1058,1331.16,1432.8,
1059,1332.16,1434,
1060,1333.16,1435.2,
1061,1334.16,1436.4,
1062,1335.16,1437.6,
1063,1336.16,1438.8,
1064,1337.16,1440,
1065,1338.16,1441.2,
1066,1339.16,1442.4,
1067,1340.16,1443.6,
1068,1341.16,1444.8,
1069,1342.16,1445.9,
1070,1343.16,1447.1,
1071,1344.16,1448.3,
1072,1345.16,1449.5,
1073,1346.16,1450.7,
1074,1347.16,1451.9,
1075,1348.16,1453.1,
1076,1349.16,1454.3,
1077,1350.16,1455.6,
1078,1351.16,1456.7,
1079,1352.16,1457.9,
1080,1353.16,1459.1,
1081,1354.16,1460.3,
1082,1355.16,1461.5,
1083,1356.16,1462.7,
1084,1357.16,1463.9,
1085,1358.16,1465.1,
1086,1359.16,1466.3,
1087,1360.16,1467.5,
1088,1361.16,1468.6,
1089,1362.16,1489.8,
1090,1363.16,1471,
1091,1364.16,1472.2,
1092,1365.16,1473.4,
1093,1366.16,1474.6,
1094,1367.16,1475.8,
1095,1368.16,1477,
1096,1369.16,1478.2,
1097,1370.16,1479.4,
1098,1371.16,1480.6,
1099,1372.16,1481.8,
1100,1373.16,1483,
1101,1374.16,1484.2,
1102,1375.16,1485.4,
1103,1376.16,1486.6,
1104,1377.16,1487.8,
1105,1378.16,1489,
1106,1379.16,1490.2,
1107,1380.16,1491.4,
1108,1381.16,1492.6,
1109,1382.16,1493.8,
1110,1383.16,1495,
1111,1384.16,1496.2,
1112,1385.16,1497.4,
1113,1386.16,1498.6,
1114,1387.16,1499.8,
1115,1388.16,1501,
1116,1389.16,1502.3,
1117,1390.16,1503.4,
1118,1391.16,1504.6,
1119,1392.16,1505.8,
1120,1393.16,1507,
1121,1394.16,1508.2,
1122,1395.16,1059.4,
1123,1396.16,1510.6,
1124,1397.16,1511.8,
